"Driver","Year","GP","Pitlane"
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
